step,phase,episode,success_rate,task_return,regularized_return,final_distance,episode_length,correction_norm,gate,critic_loss,actor_loss,alpha_loss,alpha,mean_log_prob
26365,train_episode,112,0.0,0.0,-2.1202387739135866,nan,400,0.08135459188371896,0.23116841861978174,11.483865737915039,100.86939239501953,0.0,0.10000000149011612,18.337017059326172
26765,train_episode,113,0.0,0.0,-2.782834654327018,nan,400,0.0769564452394843,0.31748160392045977,7.595418930053711,103.10939025878906,0.0,0.10000000149011612,18.202781677246094
27165,train_episode,114,0.0,0.0,-2.6572100985934948,nan,400,0.07844038245268166,0.3006586893741041,7.987746238708496,106.46407318115234,0.0,0.10000000149011612,18.23617935180664
27355,train_episode,115,1.0,1.0,-0.8551250662072559,nan,190,0.07951512977873024,0.4556043793104197,8.566465377807617,104.88684844970703,0.0,0.10000000149011612,18.429584503173828
27755,train_episode,116,0.0,0.0,-2.595259166426258,nan,400,0.07642402159515768,0.29424540252424775,10.436697959899902,106.6711654663086,0.0,0.10000000149011612,18.35157012939453
27907,train_episode,117,1.0,1.0,0.014064274334813609,nan,152,0.07633090560863677,0.29422819803125766,6.118743419647217,104.83807373046875,0.0,0.10000000149011612,18.34711456298828
28307,train_episode,118,0.0,0.0,-3.144503365615385,nan,400,0.07601761939004063,0.3633079752698541,10.476150512695312,106.53681945800781,0.0,0.10000000149011612,18.074115753173828
28501,train_episode,119,1.0,1.0,-0.5117005332931882,nan,194,0.07561262650895365,0.36026097655526756,6.045412540435791,105.33828735351562,0.0,0.10000000149011612,18.34646224975586
28901,train_episode,120,0.0,0.0,-2.0342369263456193,nan,400,0.07742719009518623,0.22353208005428316,9.229723930358887,107.83626556396484,0.0,0.10000000149011612,18.35265350341797
29037,train_episode,121,1.0,1.0,0.11963355977088252,nan,136,0.07685838560299839,0.2933071798590176,8.015647888183594,109.52128601074219,0.0,0.10000000149011612,18.089927673339844
29189,train_episode,122,1.0,1.0,-0.06347527367295702,nan,152,0.07445790336810444,0.32157517905886235,6.053377151489258,108.74762725830078,0.0,0.10000000149011612,18.209659576416016
29317,train_episode,123,1.0,1.0,0.23751761725172382,nan,128,0.07509252533782274,0.2687754320213571,12.823704719543457,106.41059112548828,0.0,0.10000000149011612,18.284687042236328
29465,train_episode,124,1.0,1.0,-0.42374186922330426,nan,148,0.07276292965822928,0.4535025073265707,13.022244453430176,106.35179138183594,0.0,0.10000000149011612,18.230045318603516
29654,train_episode,125,1.0,1.0,-0.7724857766134666,nan,189,0.0787768448313708,0.43704175679062407,7.345771789550781,107.54513549804688,0.0,0.10000000149011612,18.401714324951172
29776,train_episode,126,1.0,1.0,0.1722706800908782,nan,122,0.07298870409121279,0.3116946021614016,8.51121711730957,110.61520385742188,0.0,0.10000000149011612,18.0767822265625
30176,train_episode,127,0.0,0.0,-2.610624537193215,nan,400,0.07702888983301819,0.2959079117886722,8.076772689819336,108.91670227050781,0.0,0.10000000149011612,18.258167266845703
30341,train_episode,128,1.0,1.0,-0.33282446135301136,nan,165,0.07935162565924904,0.3715291127336748,21.59046173095703,106.64125061035156,0.0,0.10000000149011612,18.468143463134766
30472,train_episode,129,1.0,1.0,0.18965786383952954,nan,131,0.07465960713857003,0.280530336106779,10.44747257232666,110.73358154296875,0.0,0.10000000149011612,18.222129821777344
30601,train_episode,130,1.0,1.0,0.38733286124188426,nan,129,0.07503171643429948,0.20832721476060476,11.243602752685547,111.91022491455078,0.0,0.10000000149011612,18.441120147705078
30751,train_episode,131,1.0,1.0,-0.20919817405752905,nan,150,0.07576935532192389,0.3737146952003241,7.6748175621032715,108.2996826171875,0.0,0.10000000149011612,18.303468704223633
30888,train_episode,132,1.0,1.0,0.014077687319367871,nan,137,0.0707930374319536,0.333933037291043,13.302190780639648,111.25689697265625,0.0,0.10000000149011612,17.96375846862793
31288,train_episode,133,0.0,0.0,-2.2761895585397727,nan,400,0.07647124323062598,0.25436514369212093,8.349674224853516,112.99637603759766,0.0,0.10000000149011612,18.160232543945312
31413,train_episode,134,1.0,1.0,0.326369497976266,nan,125,0.07790921729803085,0.23836046096682548,11.923930168151855,110.48272705078125,0.0,0.10000000149011612,18.38506317138672
31534,train_episode,135,1.0,1.0,-0.03309866846771925,nan,121,0.07189938050409979,0.4002425335655528,11.949344635009766,115.23954772949219,0.0,0.10000000149011612,18.09378433227539
31686,train_episode,136,1.0,1.0,0.38275315286824496,nan,152,0.07114614232590324,0.17680649429951845,8.619281768798828,110.02250671386719,0.0,0.10000000149011612,18.225948333740234
31879,train_episode,137,1.0,1.0,-1.1018356193252845,nan,193,0.07477150932726465,0.5158387955683501,7.490934371948242,112.28216552734375,0.0,0.10000000149011612,18.277099609375
32279,train_episode,138,0.0,0.0,-2.7542469845199964,nan,400,0.08046853933483362,0.3110144801065326,7.7495198249816895,113.15182495117188,0.0,0.10000000149011612,18.487585067749023
32679,train_episode,139,0.0,0.0,-3.649553391600494,nan,400,0.07528889651410281,0.42691990788094697,12.236346244812012,113.67951965332031,0.0,0.10000000149011612,18.208030700683594
32822,train_episode,140,1.0,1.0,-0.4210179455718025,nan,143,0.07567340990046521,0.4673282624437259,11.661731719970703,109.09912109375,0.0,0.10000000149011612,18.439960479736328
32952,train_episode,141,1.0,1.0,0.20553440355695818,nan,130,0.07653307705544508,0.2755543789038291,19.13964080810547,114.80347442626953,0.0,0.10000000149011612,18.17992401123047
33352,train_episode,142,0.0,0.0,-1.9412959962757308,nan,400,0.08978482276201248,0.20130660285241903,9.700033187866211,112.78533172607422,0.0,0.10000000149011612,18.199766159057617
33752,train_episode,143,0.0,0.0,-2.2912006549420783,nan,400,0.07867483167909085,0.25465207430534065,9.677291870117188,115.23503875732422,0.0,0.10000000149011612,18.338586807250977
34152,train_episode,144,0.0,0.0,-2.72732466311427,nan,400,0.07634460275992751,0.3109747830312699,10.645261764526367,114.64224243164062,0.0,0.10000000149011612,18.355758666992188
34552,train_episode,145,0.0,0.0,-2.8384349077253153,nan,400,0.07660904043354094,0.32465476197190585,58.3629150390625,113.91485595703125,0.0,0.10000000149011612,18.548179626464844
34779,train_episode,146,1.0,1.0,-0.7114498563250518,nan,227,0.07472401532438883,0.3481920433234801,16.01280975341797,114.91822814941406,0.0,0.10000000149011612,18.30023956298828
35179,train_episode,147,0.0,0.0,-4.095364145338537,nan,400,0.0788116920972243,0.4800170823652297,13.92809772491455,111.49325561523438,0.0,0.10000000149011612,18.27173614501953
35405,train_episode,148,1.0,1.0,-1.2793391959695148,nan,226,0.07545206772443731,0.4749096692498543,7.392324924468994,114.5838623046875,0.0,0.10000000149011612,18.090259552001953
35526,train_episode,149,1.0,1.0,0.263760605950374,nan,121,0.07277134479569995,0.27665652306981325,9.44406509399414,115.02391815185547,0.0,0.10000000149011612,18.723787307739258
35926,train_episode,150,0.0,0.0,-3.7713662734976947,nan,400,0.08082193155772983,0.4378842778783292,10.444554328918457,120.07647705078125,0.0,0.10000000149011612,18.221294403076172
36065,train_episode,151,1.0,1.0,-0.20451576595427456,nan,139,0.07129532010327998,0.4069060554071296,15.444290161132812,116.63231658935547,0.0,0.10000000149011612,18.434345245361328
36187,train_episode,152,1.0,1.0,0.04946803866419969,nan,122,0.07123315157216104,0.36331144030221174,5.873116493225098,116.10945129394531,0.0,0.10000000149011612,18.419109344482422
36339,train_episode,153,1.0,1.0,0.25560917011694995,nan,152,0.07559527380784091,0.2155731387289339,11.01645278930664,117.11990356445312,0.0,0.10000000149011612,18.16727638244629
36490,train_episode,154,1.0,1.0,0.16147275272291162,nan,151,0.07726712026540807,0.24712020945766114,17.121135711669922,120.64781951904297,0.0,0.10000000149011612,18.410608291625977
