step,phase,episode,success_rate,task_return,regularized_return,final_distance,episode_length,correction_norm,gate,critic_loss,actor_loss,alpha_loss,alpha,mean_log_prob
12119,train_episode,55,1.0,1.0,0.9913889782968908,nan,139,0.01390765693119104,0.15827338129496402,6.700884819030762,66.04686737060547,0.0,0.10000000149011612,17.445697784423828
12272,train_episode,56,1.0,1.0,0.9904108878690749,nan,153,0.013959582627209184,0.1568627450980392,6.1986494064331055,66.52140045166016,0.0,0.10000000149011612,17.611167907714844
12451,train_episode,57,1.0,1.0,0.9833813113160431,nan,179,0.018154790073466702,0.1787709497206704,6.056150436401367,70.0001220703125,0.0,0.10000000149011612,17.281709671020508
12610,train_episode,58,1.0,1.0,0.9901574097340926,nan,159,0.013877335443811596,0.15723270440251572,8.66301155090332,67.54997253417969,0.0,0.10000000149011612,17.835058212280273
12766,train_episode,59,1.0,1.0,0.9925475179567002,nan,156,0.011473010676220441,0.14102564102564102,19.94940185546875,67.87698364257812,0.0,0.10000000149011612,17.707538604736328
12926,train_episode,60,1.0,1.0,0.9797338443342596,nan,160,0.027130594197660684,0.29375,9.749614715576172,69.08126068115234,0.0,0.10000000149011612,17.545989990234375
13326,train_episode,61,0.0,0.0,0.0,nan,400,0.0,0.0,6.351981163024902,70.9221420288086,0.0,0.10000000149011612,17.515077590942383
13456,train_episode,62,1.0,1.0,0.9915265888674184,nan,130,0.014982736053375098,0.17692307692307693,5.370062828063965,72.62743377685547,0.0,0.10000000149011612,17.418720245361328
13856,train_episode,63,0.0,0.0,-0.11857478313613673,nan,400,0.0678449638839811,0.79,4.933991432189941,74.11056518554688,0.0,0.10000000149011612,17.585573196411133
14256,train_episode,64,0.0,0.0,-0.11683226958848536,nan,400,0.06754667116329074,0.795,5.768494606018066,76.93740844726562,0.0,0.10000000149011612,17.47275161743164
14383,train_episode,65,1.0,1.0,0.9913458307739348,nan,127,0.015462803265710515,0.18110236220472442,7.777462959289551,75.28692626953125,0.0,0.10000000149011612,17.62395477294922
14748,train_episode,66,1.0,1.0,0.9422072766930797,nan,365,0.037676288269154014,0.4575342465753425,5.244065284729004,78.39563751220703,0.0,0.10000000149011612,17.810815811157227
14880,train_episode,67,1.0,1.0,0.9942462601116859,nan,132,0.01105100198677092,0.14393939393939395,5.825804710388184,77.2431640625,0.0,0.10000000149011612,17.545303344726562
